"","year","location","name","predicted.value","std.error","status"
"657","2018","kc","d8006w",5.40059710664198,0.228079406809602,"Estimable"
"658","2018","kc","drew",5.25548612227542,0.242027149794649,"Estimable"
"659","2018","kc","ds572srw",5.85946051507296,0.230785560277488,"Estimable"
"660","2018","kc","ds654srw",6.1318483304251,0.291668200867397,"Estimable"
"661","2018","kc","ds743srw",5.98277847953726,0.291668200867397,"Estimable"
"662","2018","kc","e0028w",5.49846395746083,0.204003895546084,"Estimable"
"663","2018","kc","e1007r",5.45954071633476,0.217099911663917,"Estimable"
"664","2018","kc","e1009w",5.29564479266452,0.217099911663917,"Estimable"
"665","2018","kc","emmit",5.64510586448327,0.201153392249044,"Estimable"
"666","2018","kc","emperor",5.54243185310055,0.20924201882607,"Estimable"
"667","2018","kc","frontenac",5.81434072665753,0.278317615078277,"Estimable"
"668","2018","kc","ft_wonder",5.05192086715316,0.241506323873747,"Estimable"
"669","2018","kc","fthp_redeemer",4.44834309127542,0.265729335349431,"Estimable"
"670","2018","kc","gallus",5.44117358114599,0.206087154194671,"Estimable"
"671","2018","kc","harvard",5.06330518933502,0.229319234174853,"Estimable"
"672","2018","kc","huntley",5.27748046180314,0.219372825376307,"Estimable"
"673","2018","kc","hy_116-srw",5.52832151715666,0.211531722287888,"Estimable"
"674","2018","kc","hy_271-srw",5.29066658881241,0.249277683616656,"Estimable"
"675","2018","kc","hy_300-hrw",5.13009456396286,0.245423865403255,"Estimable"
"676","2018","kc","hy_301-hrw",5.29011497224847,0.222967542180147,"Estimable"
"677","2018","kc","hy_412-srw",5.60510082244669,0.219456313552406,"Estimable"
"678","2018","kc","jdc78",5.5918905492743,0.242027149794649,"Estimable"
"679","2018","kc","keldin",5.25606517016158,0.213295719428833,"Estimable"
"680","2018","kc","laurel",5.26397440191472,0.266231291703238,"Estimable"
"681","2018","kc","lexington",5.14468521200855,0.302114689870998,"Estimable"
"682","2018","kc","marker",5.80318932452804,0.214552135437656,"Estimable"
"683","2018","kc","maxine",4.76114982410333,0.245768360117155,"Estimable"
"684","2018","kc","measure",5.32602463874138,0.260568024426564,"Estimable"
"685","2018","kc","ninja",5.14664005581962,0.295916546843991,"Estimable"
"686","2018","kc","oac_amber",3.6910484082904,0.233492832759266,"Estimable"
