"","bloc","location","year","name","zone","maturity","height","lodging","seedwt_1000","yield_kgha","environment"
"739",3,"VEGREVILLE","2019","CDC Buryu","3",115,78.82,1,6.4,25.648546,"VEGREVILLE_2019"
"740",1,"VEGREVILLE","2019","Topaz","3",115,78.72,1,6.31,25.635214,"VEGREVILLE_2019"
"741",2,"VEGREVILLE","2019","FP2593","3",115,69.76,1,7.03,25.431901,"VEGREVILLE_2019"
"742",2,"VEGREVILLE","2019","FP2589","3",125,80.14,1,7.51,25.354131,"VEGREVILLE_2019"
"743",1,"VEGREVILLE","2019","FP2591","3",115,76.6,1,6.89,25.283027,"VEGREVILLE_2019"
"744",2,"VEGREVILLE","2019","CDC Bethune","3",108,66.56,1,5.82,25.037496,"VEGREVILLE_2019"
"745",2,"VEGREVILLE","2019","FP2567","3",121,83.04,1,6.88,25.015276,"VEGREVILLE_2019"
"746",3,"VEGREVILLE","2019","FP2595","3",124,79.24,1,6.93,24.398671,"VEGREVILLE_2019"
"747",2,"VEGREVILLE","2019","FP2573","3",125,82.88,1,6.53,24.390894,"VEGREVILLE_2019"
"748",3,"VEGREVILLE","2019","FP2567","3",125,80.48,1,7.02,23.189903,"VEGREVILLE_2019"
"749",1,"VEGREVILLE","2019","FP2594","3",115,59.44,1,5.74,22.769945,"VEGREVILLE_2019"
"750",3,"VEGREVILLE","2019","FP2593","3",122,75.96,1,7.61,22.525525,"VEGREVILLE_2019"
"751",2,"VEGREVILLE","2019","FP2590","3",114,64.5,1,6.51,22.192225,"VEGREVILLE_2019"
"752",3,"VEGREVILLE","2019","FP2573","3",125,85.26,3,6.48,22.134453,"VEGREVILLE_2019"
"753",2,"VEGREVILLE","2019","FP2591","3",115,62.12,1,6.73,22.098901,"VEGREVILLE_2019"
"754",2,"VEGREVILLE","2019","Topaz","3",108,64.86,1,5.27,21.617838,"VEGREVILLE_2019"
"755",1,"VEGREVILLE","2019","AAC Prairie Sunshine","3",121,70.4,1,5.66,21.545623,"VEGREVILLE_2019"
"756",2,"VEGREVILLE","2019","CDC Dorado","3",115,65.02,1,6.48,21.462298,"VEGREVILLE_2019"
"757",3,"VEGREVILLE","2019","AAC Marvelous","3",125,84.34,1,6.87,21.082336,"VEGREVILLE_2019"
"758",1,"VEGREVILLE","2019","FP2573","3",112,66.94,1,5.92,20.727927,"VEGREVILLE_2019"
"759",3,"VEGREVILLE","2019","FP2590","3",125,70.56,1,7.7,20.600162,"VEGREVILLE_2019"
"760",1,"VEGREVILLE","2019","FP2566","3",115,63.46,1,6.33,19.770245,"VEGREVILLE_2019"
"761",2,"VEGREVILLE","2019","AAC Marvelous","3",119,62,1,5.83,19.69803,"VEGREVILLE_2019"
"762",3,"VEGREVILLE","2019","AAC Prairie Sunshine","3",115,66.96,1,5.75,19.436945,"VEGREVILLE_2019"
"763",1,"VEGREVILLE","2019","CDC Glas","3",108,63.46,1,5.13,18.743681,"VEGREVILLE_2019"
"764",3,"VEGREVILLE","2019","ND Hammond","3",123,76.64,1,6.27,18.674799,"VEGREVILLE_2019"
"765",3,"VEGREVILLE","2019","CDC Rowland","3",125,80.42,1,7.43,18.647024,"VEGREVILLE_2019"
"766",1,"VEGREVILLE","2019","FP2593","3",114,62.44,1,6.6,18.152629,"VEGREVILLE_2019"
"767",1,"VEGREVILLE","2019","FP2590","3",115,58.08,1,6.27,18.065971,"VEGREVILLE_2019"
"768",1,"VEGREVILLE","2019","FP2567","3",123,76.86,1,7.12,18.015976,"VEGREVILLE_2019"
"769",2,"VEGREVILLE","2019","CDC Glas","3",109,64.94,1,4.68,17.793776,"VEGREVILLE_2019"
"770",3,"VEGREVILLE","2019","FP2589","3",125,82.08,1,7.36,17.673788,"VEGREVILLE_2019"
"771",1,"VEGREVILLE","2019","CDC Buryu","3",109,59.14,1,5.55,17.428257,"VEGREVILLE_2019"
"772",3,"VEGREVILLE","2019","FP2566","3",125,81.36,4,6.6,14.369674,"VEGREVILLE_2019"
"773",2,"VEGREVILLE","2019","FP2592","3",109,61.92,1,6.14,12.534302,"VEGREVILLE_2019"
"774",1,"VEGREVILLE","2019","AAC Bright","3",109,58.28,1,5.58,11.923252,"VEGREVILLE_2019"
"775",1,"VEGREVILLE","2019","ND Hammond","3",109,64.22,1,5.4,11.677721,"VEGREVILLE_2019"
"776",1,"VEGREVILLE","2019","FP2592","3",109,62.06,1,5.86,11.5236253,"VEGREVILLE_2019"
"777",1,"VEGREVILLE","2019","AAC Marvelous","3",112,57.58,1,5.13,8.861336,"VEGREVILLE_2019"
"778",2,"VEGREVILLE","2019","AAC Prairie Sunshine","3",111,48.32,1,NA,NA,"VEGREVILLE_2019"
"779",1,"VEGREVILLE","2019","CDC Rowland","3",112,56.26,1,NA,NA,"VEGREVILLE_2019"
"780",2,"VEGREVILLE","2019","ND Hammond","3",111,58.88,1,NA,NA,"VEGREVILLE_2019"
